date,hour,target1,target2
2018-09-12,8,20.3159,15.2695
2018-09-12,9,21.1816,19.7093
2018-09-12,10,22.5497,19.192
2018-09-12,11,24.4831,18.8139
2018-09-12,12,30.3029,23.9195
2018-09-12,13,34.1345,77.9
2018-09-12,14,35.508,77.4636
2018-09-12,15,37.1058,54.537
2018-09-12,16,38.1559,54.8077
2018-09-12,17,39.8711,52.9562
2018-09-12,18,35.7478,43.5337
2018-09-12,19,33.3205,33.7454
2018-09-12,20,29.0813,55.0599
2018-09-12,21,25.5114,19.443
2018-09-12,22,20.4064,16.3355
2018-09-12,23,18.4385,16.5149
2018-09-12,24,16.9613,16.298
2018-09-13,1,17.0088,15.1747
2018-09-13,2,16.5351,15.6926
2018-09-13,3,16.4029,16.6315
2018-09-13,4,16.5501,15.8937
2018-09-13,5,17.1884,17.5375
2018-09-13,6,17.8696,18.2933
2018-09-13,7,18.7935,18.3229
2018-09-13,8,19.3392,18.3796
2018-09-13,9,20.7429,33.8502
2018-09-13,10,23.0912,22.8584
2018-09-13,11,24.4169,29.1944
2018-09-13,12,29.1473,37.9504
2018-09-13,13,33.0156,27.446
2018-09-13,14,35.9584,30.9329
2018-09-13,15,36.2189,44.6744
2018-09-13,16,36.9476,104.0211
2018-09-13,17,35.2773,26.1338
2018-09-13,18,31.1282,51.2652
2018-09-13,19,29.766,26.6271
2018-09-13,20,25.9569,27.6319
2018-09-13,21,23.8208,23.7165
2018-09-13,22,20.7339,22.3572
2018-09-13,23,19.0872,21.0754
2018-09-13,24,17.432,18.4308
2018-09-14,1,17.3553,16.9031
2018-09-14,2,16.565,16.2514
2018-09-14,3,16.2385,16.1165
2018-09-14,4,16.4267,15.7692
2018-09-14,5,16.5938,15.459
2018-09-14,6,16.9113,16.3702
2018-09-14,7,17.9017,17.3659
2018-09-14,8,18.2334,17.5906
2018-09-14,9,19.0309,18.5771
2018-09-14,10,21.5727,19.66
2018-09-14,11,22.8617,21.1605
2018-09-14,12,25.6823,29.1581
2018-09-14,13,29.7051,36.6311
2018-09-14,14,33.0639,28.69
2018-09-14,15,36.129,27.5295
2018-09-14,16,37.0391,29.4435
2018-09-14,17,39.6584,39.6416
2018-09-14,18,35.3161,32.1958
2018-09-14,19,30.1744,32.3969
2018-09-14,20,28.9603,62.1973
2018-09-14,21,25.7078,21.9872
2018-09-14,22,21.364,18.2652
2018-09-14,23,18.7917,16.8755
2018-09-14,24,17.1255,15.7773
2018-09-15,1,16.3187,27.2523
2018-09-15,2,14.8647,16.1284
2018-09-15,3,14.8635,13.2704
2018-09-15,4,15.5672,19.8322
2018-09-15,5,16.4754,14.6027
2018-09-15,6,17.9659,16.6491
2018-09-15,7,20.2297,18.5076
2018-09-15,8,21.5821,19.8116
2018-09-15,9,24.5795,24.3118
2018-09-15,10,27.9152,22.1975
2018-09-15,11,30.527,22.8209
2018-09-15,12,37.8862,24.4299
2018-09-15,13,44.3397,62.2786
2018-09-15,14,50.2555,30.0229
2018-09-15,15,50.7838,29.8618
2018-09-15,16,57.0202,31.9009
2018-09-15,17,55.7873,31.7996
2018-09-15,18,45.4687,30.0686
2018-09-15,19,40.4245,31.8699
2018-09-15,20,37.8937,31.8394
2018-09-15,21,34.0259,24.3142
2018-09-15,22,25.2846,18.8201
2018-09-15,23,19.6457,29.1875
2018-09-15,24,16.3198,23.596
2018-09-16,1,17.0058,17.6917
2018-09-16,2,16.7527,14.6837
2018-09-16,3,15.8377,16.4221
2018-09-16,4,16.4247,14.1188
2018-09-16,5,17.5085,14.5503
2018-09-16,6,19.0313,17.3424
2018-09-16,7,21.7917,18.8212
2018-09-16,8,21.9523,18.2868
2018-09-16,9,25.3799,20.0537
2018-09-16,10,28.0087,23.6919
2018-09-16,11,34.7573,26.2395
2018-09-16,12,40.6086,30.8228
2018-09-16,13,47.6017,34.3775
2018-09-16,14,52.0088,67.7868
2018-09-16,15,51.3535,63.3812
2018-09-16,16,54.1608,104.1606
2018-09-16,17,50.1216,109.766
2018-09-16,18,42.4792,46.7864
2018-09-16,19,38.2638,37.6035
2018-09-16,20,36.8617,36.2215
2018-09-16,21,29.9822,24.3752
2018-09-16,22,22.9033,20.7583
2018-09-16,23,18.377,20.0738
2018-09-16,24,15.9749,12.8918
2018-09-17,1,15.2835,15.4934
2018-09-17,2,14.5165,12.1409
2018-09-17,3,13.496,12.1084
2018-09-17,4,13.55,12.7441
2018-09-17,5,14.099,14.0652
2018-09-17,6,16.4429,16.9748
2018-09-17,7,18.8505,17.9649
2018-09-17,8,19.3041,17.4427
2018-09-17,9,20.6246,137.9583
2018-09-17,10,22.1638,23.7858
2018-09-17,11,27.308,24.1028
2018-09-17,12,30.0745,29.6102
2018-09-17,13,35.0425,50.7946
2018-09-17,14,38.7188,174.3201
2018-09-17,15,40.0332,46.1267
2018-09-17,16,40.9225,49.9994
2018-09-17,17,39.7416,68.8551
2018-09-17,18,35.5023,45.1776
2018-09-17,19,31.6043,31.5412
2018-09-17,20,29.444,29.7114
2018-09-17,21,24.4697,24.1409
2018-09-17,22,20.0603,21.7856
2018-09-17,23,16.4639,17.5854
2018-09-17,24,14.335,11.9271
2018-09-26,1,12.4377,8.6854
2018-09-26,2,12.0032,12.4553
2018-09-26,3,11.9693,12.7792
2018-09-26,4,12.4181,14.5954
2018-09-26,5,14.5092,15.0491
2018-09-26,6,18.0614,18.6891
2018-09-26,7,23.7332,20.8147
2018-09-26,8,21.1286,20.52
2018-09-26,9,21.6914,18.975
2018-09-26,10,21.7858,19.3908
2018-09-26,11,22.377,19.4902
2018-09-26,12,24.2888,18.9526
2018-09-26,13,25.0684,18.6264
2018-09-26,14,23.1809,18.5967
2018-09-26,15,24.9001,18.5934
2018-09-26,16,24.7178,18.4103
2018-09-26,17,22.4333,18.1052
2018-09-26,18,21.6224,16.714
2018-09-26,19,21.0197,16.5593
2018-09-26,20,23.3519,19.9981
2018-09-26,21,20.8501,53.8701
2018-09-26,22,19.8547,18.5737
2018-09-26,23,18.8294,18.6137
2018-09-26,24,16.0109,18.3342
2018-09-27,1,18.8058,123.741
2018-09-27,2,18.6734,20.2817
2018-09-27,3,18.6711,18.5108
2018-09-27,4,18.529,18.7547
2018-09-27,5,18.7904,18.7571
2018-09-27,6,19.147,19.0904
2018-09-27,7,20.4906,19.1345
2018-09-27,8,21.1124,20.1282
2018-09-27,9,22.7322,26.0653
2018-09-27,10,26.0258,49.39
2018-09-27,11,23.7776,20.3751
2018-09-27,12,22.8441,20.6782
2018-09-27,13,21.6395,36.8323
2018-09-27,14,20.9839,20.046
2018-09-27,15,20.5903,82.2573
2018-09-27,16,21.1342,17.9712
2018-09-27,17,20.9251,22.2873
2018-09-27,18,18.7827,19.9141
2018-09-27,19,19.0839,43.8572
2018-09-27,20,22.3016,43.022
2018-09-27,21,18.2278,16.0457
2018-09-27,22,14.4948,19.4997
2018-09-27,23,12.8927,10.587
2018-09-27,24,10.4153,8.1666
2018-09-28,1,12.793,24.8476
2018-09-28,2,8.9983,13.8358
2018-09-28,3,9.674,13.771
2018-09-28,4,10.1732,13.7504
2018-09-28,5,10.8415,13.3915
2018-09-28,6,12.9347,13.9036
2018-09-28,7,15.0538,17.2139
2018-09-28,8,15.7505,16.4529
2018-09-28,9,19.7986,19.8554
2018-09-28,10,20.3654,128.6729
2018-09-28,11,20.7121,66.3141
2018-09-28,12,22.1025,19.2886
2018-09-28,13,22.7177,72.475
2018-09-28,14,24.1982,33.1052
2018-09-28,15,25.361,18.87
2018-09-28,16,27.4142,19.0142
2018-09-28,17,30.191,20.6142
2018-09-28,18,29.218,20.9961
2018-09-28,19,28.5134,38.5799
2018-09-28,20,26.8248,85.2093
2018-09-28,21,23.5082,18.3499
2018-09-28,22,18.6055,19.36
2018-09-28,23,15.2048,18.5674
2018-09-28,24,12.119,16.6795
2018-09-29,1,14.5786,18.1801
2018-09-29,2,12.4,18.2358
2018-09-29,3,12.579,17.8261
2018-09-29,4,13.2243,17.9459
2018-09-29,5,14.9243,17.5929
2018-09-29,6,18.0061,18.4419
2018-09-29,7,23.7517,82.5691
2018-09-29,8,24.8038,21.6687
2018-09-29,9,26.3444,21.8363
2018-09-29,10,29.0783,22.1179
2018-09-29,11,33.6395,23.2689
2018-09-29,12,36.4041,64.6396
2018-09-29,13,37.3483,23.0459
2018-09-29,14,42.9435,27.3843
2018-09-29,15,37.8847,31.0012
2018-09-29,16,43.0857,28.5528
2018-09-29,17,50.3721,31.6224
2018-09-29,18,42.7017,49.6182
2018-09-29,19,40.2827,24.6541
2018-09-29,20,38.3529,35.4288
2018-09-29,21,28.1639,18.0135
2018-09-29,22,22.9238,18.4633
2018-09-29,23,20.2955,19.0492
2018-09-29,24,15.6391,18.4743
2018-09-30,1,16.0621,15.3998
2018-09-30,2,15.8815,31.3889
2018-09-30,3,16.219,17.5819
2018-09-30,4,15.8754,19.5331
2018-09-30,5,17.2101,17.8816
2018-09-30,6,19.4427,25.8036
2018-09-30,7,24.6162,71.2852
2018-09-30,8,24.354,19.6407
2018-09-30,9,25.6517,21.9647
2018-09-30,10,28.3272,32.4712
2018-09-30,11,31.6135,23.4048
2018-09-30,12,33.9178,24.7492
2018-09-30,13,36.8986,36.2499
2018-09-30,14,38.2894,58.5757
2018-09-30,15,40.7153,65.2657
2018-09-30,16,44.1982,39.1465
2018-09-30,17,41.6678,31.0512
2018-09-30,18,35.4469,22.4542
2018-09-30,19,31.2626,21.8948
2018-09-30,20,30.9754,24.5177
2018-09-30,21,26.9366,24.7585
2018-09-30,22,21.4775,19.3353
2018-09-30,23,17.7066,17.2789
2018-09-30,24,13.5709,9.8192
2018-10-01,1,13.0438,9.0984
2018-10-01,2,10.9893,9.2676
2018-10-01,3,10.5947,6.1495
2018-10-01,4,10.1026,8.2907
2018-10-01,5,10.0837,7.6224
2018-10-01,6,14.5139,13.5903
2018-10-01,7,21.6,15.8177
2018-10-01,8,20.2117,12.9827
2018-10-01,9,20.5901,14.7156
2018-10-01,10,23.3261,25.8963
2018-10-01,11,28.9941,29.5171
2018-10-01,12,30.7277,30.2431
2018-10-01,13,34.1567,65.306
2018-10-01,14,36.1458,45.1993
2018-10-01,15,38.7405,159.9899
2018-10-01,16,40.7293,102.0026
2018-10-01,17,43.0887,128.2381
2018-10-01,18,36.9578,36.8989
2018-10-01,19,32.444,27.0132
2018-10-01,20,32.1043,40.2371
2018-10-01,21,27.6846,23.3399
2018-10-01,22,23.3063,34.2638
2018-10-01,23,18.228,19.192
2018-10-01,24,15.0438,3.4743
2018-10-02,1,15.3979,13.2542
2018-10-02,2,14.9298,12.8594
2018-10-02,3,14.8066,13.7436
2018-10-02,4,14.7498,14.8414
2018-10-02,5,15.9585,16.524
2018-10-02,6,19.9419,19.0064
2018-10-02,7,27.2808,22.2357
2018-10-02,8,26.0337,20.4605
2018-10-02,9,28.6119,19.3871
2018-10-02,10,32.5453,20.636
2018-10-02,11,34.829,32.566
2018-10-02,12,37.5281,134.3636
2018-10-02,13,42.5452,27.746
2018-10-02,14,46.6651,33.5898
2018-10-02,15,42.9835,85.7677
2018-10-02,16,41.4151,37.1334
2018-10-02,17,40.9668,51.4759
2018-10-02,18,32.6704,59.675
2018-10-02,19,30.2328,27.9686
2018-10-02,20,30.9927,37.6868
2018-10-02,21,25.392,28.0946
2018-10-02,22,21.2038,23.1334
2018-10-02,23,16.671,28.7521
2018-10-02,24,13.1074,33.7134
2018-10-03,1,18.8954,28.0838
2018-10-03,2,17.1773,23.0259
2018-10-03,3,17.4234,23.7515
2018-10-03,4,17.2525,22.9072
2018-10-03,5,18.5756,32.0095
2018-10-03,6,21.2161,23.2744
2018-10-03,7,29.3083,24.5396
2018-10-03,8,27.039,27.6193
2018-10-03,9,28.7535,23.8403
2018-10-03,10,32.6369,26.2314
2018-10-03,11,32.5595,22.8131
2018-10-03,12,36.7737,24.4954
2018-10-03,13,38.235,34.0184
2018-10-03,14,42.1253,26.1442
2018-10-03,15,39.691,37.2056
2018-10-03,16,39.4862,36.5617
2018-10-03,17,37.7225,30.9086
2018-10-03,18,32.3338,25.8634
2018-10-03,19,27.334,21.6538
2018-10-03,20,29.1846,46.2423
2018-10-03,21,23.0797,29.9746
2018-10-03,22,19.7446,28.8247
2018-10-03,23,16.9945,25.6457
2018-10-03,24,14.8566,13.6331
2018-10-04,1,14.9626,18.7813
2018-10-04,2,14.836,15.2383
2018-10-04,3,14.4563,12.8017
2018-10-04,4,14.3699,15.5847
2018-10-04,5,15.9459,15.2466
2018-10-04,6,19.1875,27.7591
2018-10-04,7,20.335,16.7057
2018-10-04,8,22.1239,17.5649
2018-10-04,9,26.4944,17.6364
2018-10-04,10,30.7848,20.068
2018-10-04,11,33.2976,22.036
2018-10-04,12,34.6652,24.4854
2018-10-04,13,37.1521,121.7933
2018-10-04,14,39.4256,26.361
2018-10-04,15,39.9076,30.062
2018-10-04,16,41.9979,30.0101
2018-10-04,17,44.9276,29.6443
2018-10-04,18,36.6506,24.0146
2018-10-04,19,41.1463,25.5686
2018-10-04,20,40.9901,196.3802
2018-10-04,21,35.3799,25.1553
2018-10-04,22,31.8473,24.3805
2018-10-04,23,29.4682,24.9311
2018-10-04,24,25.2151,24.467
2018-10-05,1,22.894,21.4074
2018-10-05,2,21.1897,22.0751
2018-10-05,3,20.3821,21.9451
2018-10-05,4,20.2088,21.469
2018-10-05,5,20.0623,21.4462
2018-10-05,6,20.2311,22.382
2018-10-05,7,21.0352,22.5541
2018-10-05,8,21.6862,22.8126
2018-10-05,9,24.1727,77.7646
2018-10-05,10,29.0499,39.436
2018-10-05,11,29.6898,36.102
2018-10-05,12,31.101,101.1484
2018-10-05,13,31.7772,24.6929
2018-10-05,14,32.6924,41.82
2018-10-05,15,33.3964,138.417
2018-10-05,16,35.3237,53.3943
2018-10-05,17,37.52,26.0923
2018-10-05,18,36.9206,33.3099
2018-10-05,19,36.293,24.4018
2018-10-05,20,36.4533,25.9953
2018-10-05,21,27.3643,43.2895
2018-10-05,22,24.5868,45.632
2018-10-05,23,20.9791,26.8558
2018-10-05,24,17.744,62.8006
2018-10-06,1,14.2508,50.7316
2018-10-06,2,14.5066,35.899
2018-10-06,3,14.0978,40.0739
2018-10-06,4,13.439,29.5565
2018-10-06,5,13.4078,21.8473
2018-10-06,6,15.5061,52.301
2018-10-06,7,23.6937,25.4862
2018-10-06,8,24.0805,114.2089
2018-10-06,9,25.5007,21.2883
2018-10-06,10,29.2429,109.5403
2018-10-06,11,32.1575,23.5298
2018-10-06,12,35.3058,62.8864
2018-10-06,13,38.9762,36.1892
2018-10-06,14,39.8816,25.6473
2018-10-06,15,39.9074,296.0922
2018-10-06,16,37.8083,79.1342
2018-10-06,17,39.4937,27.7207
2018-10-06,18,36.3571,60.0563
2018-10-06,19,36.8841,43.3842
2018-10-06,20,41.0375,205.2689
2018-10-06,21,31.3346,23.431
2018-10-06,22,26.1609,28.0557
2018-10-06,23,21.1709,24.4916
2018-10-06,24,18.2433,124.0975
2018-10-07,1,21.9332,20.4406
2018-10-07,2,20.8068,19.5638
2018-10-07,3,20.2781,20.1277
2018-10-07,4,19.9605,19.7963
2018-10-07,5,20.0319,19.6032
2018-10-07,6,23.0056,18.9434
2018-10-07,7,29.0023,19.0637
2018-10-07,8,33.7317,22.0362
2018-10-07,9,32.6246,21.2972
2018-10-07,10,38.6365,21.187
2018-10-07,11,40.2464,26.4072
2018-10-07,12,43.0811,22.4027
2018-10-07,13,42.4378,19.1849
2018-10-07,14,41.9591,21.5293
2018-10-07,15,39.9668,21.8914
2018-10-07,16,40.7663,21.9822
2018-10-07,17,45.0883,30.6499
2018-10-07,18,38.2332,19.6005
2018-10-07,19,38.5286,20.144
2018-10-07,20,40.3037,20.3312
2018-10-07,21,31.0478,20.5976
2018-10-07,22,26.0216,18.2985
2018-10-07,23,23.1114,25.4054
2018-10-07,24,20.5623,16.8729
2018-10-08,1,18.8992,13.0764
2018-10-08,2,18.0722,11.1939
2018-10-08,3,17.7975,12.0287
2018-10-08,4,17.5613,9.112
2018-10-08,5,17.9651,13.9347
2018-10-08,6,20.9064,14.3466
2018-10-08,7,27.9158,14.1109
2018-10-08,8,26.4013,18.5056
2018-10-08,9,26.6321,25.0893
2018-10-08,10,30.3714,28.3288
2018-10-08,11,32.5502,23.558
2018-10-08,12,32.5738,20.2542
2018-10-08,13,33.9328,19.4125
2018-10-08,14,35.6305,20.4538
2018-10-08,15,37.5542,21.1129
2018-10-08,16,40.0508,21.9591
2018-10-08,17,40.4,23.9377
2018-10-08,18,34.8101,22.0095
2018-10-08,19,37.6197,23.1182
2018-10-08,20,38.7701,21.8493
2018-10-08,21,31.7637,20.4747
2018-10-08,22,27.0782,19.5449
2018-10-08,23,22.6095,13.3465
2018-10-08,24,20.1489,16.6317
2018-10-09,1,19.421,16.6806
2018-10-09,2,18.9455,17.146
2018-10-09,3,18.8241,18.4581
2018-10-09,4,19.3209,18.6365
2018-10-09,5,19.91,19.6813
2018-10-09,6,22.8069,21.0928
2018-10-09,7,30.5971,22.317
2018-10-09,8,30.847,24.1585
2018-10-09,9,33.2408,24.0899
2018-10-09,10,34.4378,26.4473
2018-10-09,11,35.9724,25.711
2018-10-09,12,37.2253,28.4829
2018-10-09,13,36.175,27.6774
2018-10-09,14,37.9857,29.4055
2018-10-09,15,35.8182,51.718
2018-10-09,16,36.3027,25.938
2018-10-09,17,36.9474,29.3737
2018-10-09,18,37.0357,28.2358
2018-10-09,19,44.0108,32.5823
2018-10-09,20,44.4819,293.3446
2018-10-09,21,35.6311,32.4558
2018-10-09,22,29.7489,32.4469
2018-10-09,23,27.3145,40.393
2018-10-09,24,23.5468,25.0511
2018-10-10,1,24.6216,37.831
2018-10-10,2,22.2901,28.3923
2018-10-10,3,20.4794,23.0408
2018-10-10,4,21.3177,23.5673
2018-10-10,5,22.7986,24.814
2018-10-10,6,26.8266,23.7202
2018-10-10,7,33.2726,99.7474
2018-10-10,8,35.5198,85.952
2018-10-10,9,38.7478,27.9833
2018-10-10,10,40.0496,40.4666
2018-10-10,11,38.4842,42.5334
2018-10-10,12,36.9478,25.8916
2018-10-10,13,33.2408,25.8726
2018-10-10,14,32.5074,29.1284
2018-10-10,15,30.6607,23.3761
2018-10-10,16,30.4544,22.4009
2018-10-10,17,31.8511,24.7475
2018-10-10,18,32.0877,28.1621
2018-10-10,19,35.8548,27.4635
2018-10-10,20,38.325,28.8776
2018-10-10,21,33.4735,27.2626
2018-10-10,22,29.8514,24.5659
2018-10-10,23,26.5322,39.5987
2018-10-10,24,22.2589,33.4423
2018-10-11,1,27.1053,52.9447
2018-10-11,2,22.6389,22.8352
2018-10-11,3,22.082,18.9817
2018-10-11,4,21.2436,19.3362
2018-10-11,5,21.5879,20.0973
2018-10-11,6,23.5152,20.5089
2018-10-11,7,26.7448,21.4936
2018-10-11,8,29.1164,19.6891
2018-10-11,9,32.0505,20.008
2018-10-11,10,38.1558,20.2258
2018-10-11,11,37.0095,19.6304
2018-10-11,12,33.2687,20.1239
2018-10-11,13,30.7387,21.7164
2018-10-11,14,30.0976,21.466
2018-10-11,15,31.2824,20.9261
2018-10-11,16,32.0666,22.7342
2018-10-11,17,32.8149,24.4833
2018-10-11,18,31.7631,23.4544
2018-10-11,19,33.7188,20.1287
2018-10-11,20,38.5571,18.783
2018-10-11,21,32.3173,20.507
2018-10-11,22,31.1344,19.204
2018-10-11,23,29.904,19.9181
2018-10-11,24,26.1978,19.6793
2018-10-12,1,27.2254,22.3024
2018-10-12,2,24.403,19.4236
2018-10-12,3,21.9189,19.0579
2018-10-12,4,22.2671,19.2349
2018-10-12,5,22.0496,18.7593
2018-10-12,6,22.9014,17.9781
2018-10-12,7,23.6594,18.7348
2018-10-12,8,24.0813,20.2247
2018-10-12,9,24.6877,21.2625
2018-10-12,10,26.0728,21.1893
2018-10-12,11,25.635,19.9628
2018-10-12,12,23.9021,19.8916
2018-10-12,13,24.703,16.5529
2018-10-12,14,22.7153,9.8307
2018-10-12,15,24.0647,14.6922
2018-10-12,16,25.3914,20.4492
2018-10-12,17,25.1027,18.0971
2018-10-12,18,28.511,19.735
2018-10-12,19,32.4319,21.387
2018-10-12,20,40.4267,30.0864
2018-10-12,21,31.1055,22.273
2018-10-12,22,27.3295,27.195
2018-10-12,23,25.1196,22.1152
2018-10-12,24,21.262,17.8527
2018-10-21,1,26.5442,20.0415
2018-10-21,2,25.4361,22.1056
2018-10-21,3,26.1705,23.5132
2018-10-21,4,26.041,24.3416
2018-10-21,5,29.0363,26.5951
2018-10-21,6,34.8591,25.5961
2018-10-21,7,45.5975,31.9753
2018-10-21,8,48.818,38.8774
2018-10-21,9,48.9392,29.8457
2018-10-21,10,48.8125,39.2909
2018-10-21,11,47.4665,65.2837
2018-10-21,12,41.6219,103.4377
2018-10-21,13,38.2194,28.4319
2018-10-21,14,36.3635,28.6829
2018-10-21,15,34.1379,28.0332
2018-10-21,16,33.3106,30.5203
2018-10-21,17,32.5671,128.6966
2018-10-21,18,32.1164,39.9193
2018-10-21,19,36.6895,25.9158
2018-10-21,20,34.6214,44.5909
2018-10-21,21,29.9674,22.6545
2018-10-21,22,27.2027,44.6431
2018-10-21,23,22.8906,13.6071
2018-10-21,24,20.0209,13.5719
2018-10-22,1,20.9197,18.31
2018-10-22,2,19.1797,18.7488
2018-10-22,3,19.4568,19.2161
2018-10-22,4,20.1505,19.3198
2018-10-22,5,21.7597,19.7448
2018-10-22,6,27.1181,21.3496
2018-10-22,7,37.9581,23.3127
2018-10-22,8,35.4637,29.7114
2018-10-22,9,32.9749,28.6916
2018-10-22,10,37.6198,120.1709
2018-10-22,11,34.9398,31.6193
2018-10-22,12,32.0903,32.9184
2018-10-22,13,30.9116,36.3138
2018-10-22,14,30.2123,32.6667
2018-10-22,15,30.1445,31.6406
2018-10-22,16,28.8779,31.4998
2018-10-22,17,32.7635,37.1385
2018-10-22,18,32.5356,35.1605
2018-10-22,19,38.9278,84.775
2018-10-22,20,44.2493,198.1679
2018-10-22,21,35.9048,51.642
2018-10-22,22,31.9988,277.987
2018-10-22,23,27.9308,29.2836
2018-10-22,24,24.1847,99.4679
2018-10-23,1,27.4987,28.3299
2018-10-23,2,24.6262,80.9493
2018-10-23,3,24.4713,23.8802
2018-10-23,4,24.7172,24.7016
2018-10-23,5,28.5915,25.498
2018-10-23,6,32.0941,31.7799
2018-10-23,7,43.2742,31.4719
2018-10-23,8,45.3256,224.537
2018-10-23,9,41.2145,33.9001
2018-10-23,10,50.5418,288.1868
2018-10-23,11,47.5404,29.2112
2018-10-23,12,44.7292,32.8962
2018-10-23,13,40.4445,32.1079
2018-10-23,14,38.6601,29.261
2018-10-23,15,37.2998,32.2748
2018-10-23,16,34.4593,34.873
2018-10-23,17,39.0406,30.7323
2018-10-23,18,36.9,34.8486
2018-10-23,19,46.6803,35.2117
2018-10-23,20,54.2036,36.721
2018-10-23,21,44.553,31.2778
2018-10-23,22,43.779,28.9391
2018-10-23,23,37.0613,47.1757
2018-10-23,24,34.2677,28.0364
2018-10-24,1,33.7425,26.6701
2018-10-24,2,29.6627,27.6564
2018-10-24,3,26.4566,25.112
2018-10-24,4,25.377,24.9509
2018-10-24,5,26.0003,24.6284
2018-10-24,6,31.9116,31.0095
2018-10-24,7,39.8024,27.8499
2018-10-24,8,46.7169,29.5599
2018-10-24,9,39.8579,29.8503
2018-10-24,10,44.524,32.0304
2018-10-24,11,50.4457,89.1688
2018-10-24,12,44.1556,30.6287
2018-10-24,13,40.874,30.8697
2018-10-24,14,40.4627,30.5128
2018-10-24,15,34.7154,30.4883
2018-10-24,16,32.3673,26.8625
2018-10-24,17,35.6311,25.9254
2018-10-24,18,35.6251,29.6004
2018-10-24,19,42.3871,173.5043
2018-10-24,20,43.7419,29.1869
2018-10-24,21,39.1255,30.9085
2018-10-24,22,39.92,27.6934
2018-10-24,23,33.8209,29.801
2018-10-24,24,32.0757,26.9224
2018-10-25,1,32.0611,54.5816
2018-10-25,2,27.7483,54.1409
2018-10-25,3,25.3252,28.202
2018-10-25,4,25.2245,47.5377
2018-10-25,5,25.4811,29.3633
2018-10-25,6,28.1139,26.0349
2018-10-25,7,29.5461,26.608
2018-10-25,8,33.4304,47.7713
2018-10-25,9,35.8871,43.7421
2018-10-25,10,41.2087,31.5017
2018-10-25,11,48.1422,235.5945
2018-10-25,12,45.5537,29.548
2018-10-25,13,43.6507,28.5033
2018-10-25,14,39.791,52.1496
2018-10-25,15,38.8315,25.9787
2018-10-25,16,38.7447,26.0469
2018-10-25,17,40.0622,22.5336
2018-10-25,18,37.691,21.7622
2018-10-25,19,39.1435,19.418
2018-10-25,20,35.2689,9.0997
2018-10-25,21,29.1192,15.6506
2018-10-25,22,25.5413,2.7583
2018-10-25,23,22.3074,16.4893
2018-10-25,24,19.624,4.0252
2018-10-26,1,14.5548,3.9356
2018-10-26,2,9.7492,-5.0977
2018-10-26,3,9.2749,-3.0339
2018-10-26,4,12.9368,-2.3487
2018-10-26,5,15.8757,6.0347
2018-10-26,6,17.6774,3.4039
2018-10-26,7,19.4272,1.1829
2018-10-26,8,22.3925,-1.1969
2018-10-26,9,24.0014,10.7064
2018-10-26,10,29.306,19.1037
2018-10-26,11,29.3117,17.1338
2018-10-26,12,29.9535,28.0361
2018-10-26,13,33.3081,26.4051
2018-10-26,14,35.3614,26.6404
2018-10-26,15,36.4587,25.8721
2018-10-26,16,40.2934,27.5533
2018-10-26,17,41.4592,46.2997
2018-10-26,18,41.2506,84.8139
2018-10-26,19,49.9342,55.2206
2018-10-26,20,44.7721,28.504
2018-10-26,21,33.8941,126.054
2018-10-26,22,28.0826,46.8814
2018-10-26,23,25.3326,41.0968
2018-10-26,24,22.8706,22.7597
2018-10-27,1,20.6686,18.9048
2018-10-27,2,17.6754,17.6532
2018-10-27,3,16.5475,17.2607
2018-10-27,4,16.5682,16.6011
2018-10-27,5,18.1961,12.8753
2018-10-27,6,21.3201,9.333
2018-10-27,7,27.9958,36.6572
2018-10-27,8,30.1064,20.8539
2018-10-27,9,31.8946,19.4544
2018-10-27,10,34.9438,18.4933
2018-10-27,11,32.3231,46.609
2018-10-27,12,30.602,23.4282
2018-10-27,13,31.4994,42.9478
2018-10-27,14,30.9578,37.7629
2018-10-27,15,31.214,25.5402
2018-10-27,16,28.4954,42.1671
2018-10-27,17,28.3851,35.322
2018-10-27,18,27.1159,28.2928
2018-10-27,19,31.763,25.998
2018-10-27,20,30.0017,35.04
2018-10-27,21,24.2475,23.3974
2018-10-27,22,22.0926,6.3993
2018-10-27,23,18.3243,16.014
2018-10-27,24,14.2104,-13.992
2018-10-28,1,10.8831,2.0556
2018-10-28,2,5.6343,9.1132
2018-10-28,3,3.1625,6.9777
2018-10-28,4,6.9918,12.5305
2018-10-28,5,8.3456,8.9451
2018-10-28,6,14.6634,19.4674
2018-10-28,7,22.0359,47.602
2018-10-28,8,22.5186,29.1337
2018-10-28,9,22.5918,18.7373
2018-10-28,10,23.1857,21.0951
2018-10-28,11,22.9476,19.617
2018-10-28,12,24.4481,56.8857
2018-10-28,13,26.2311,33.6714
2018-10-28,14,28.0014,42.0306
2018-10-28,15,27.9263,30.0012
2018-10-28,16,26.4057,26.0187
2018-10-28,17,28.7113,88.0984
2018-10-28,18,26.1968,77.0325
2018-10-28,19,32.583,112.3082
2018-10-28,20,32.1301,27.99
2018-10-28,21,27.1776,69.6375
2018-10-28,22,24.4355,23.3333
2018-10-28,23,22.1558,21.7167
2018-10-28,24,18.7553,18.5407
2018-10-29,1,18.4809,21.6237
2018-10-29,2,16.5812,18.8131
2018-10-29,3,15.9167,19.7004
2018-10-29,4,15.8667,20.0606
2018-10-29,5,16.3684,16.449
2018-10-29,6,21.3806,21.2433
2018-10-29,7,27.2309,19.4552
